主题数,困惑度,一致性
2,-5.774613986859833,0.325467040018944
3,-5.763026702943582,0.43810647667551755
4,-5.816477820303958,0.4145500862472812
5,-5.817076018103027,0.3816384037524183
6,-5.825940531592262,0.40241129324314123
7,-5.848381370741291,0.39906311525329213
8,-5.9358817417111585,0.3571059847163893
9,-5.953516367171574,0.3671190690314353
10,-5.988522795905932,0.39775200503782016
11,-6.041576358288447,0.3874589850230141
12,-6.0766350537560205,0.386619187381498
13,-6.094515046971352,0.3670488869132357
14,-6.139017088915615,0.3792438829962793
15,-6.157320836909104,0.36233729660734004
